rot_diff,rmsd
6.3554,8.37419
6.0681,8.46262
6.04104,8.54795
5.95342,8.62772
5.80792,8.69969
5.60895,8.7619
5.36254,8.81268
5.07617,8.8507
4.75855,8.87497
4.4193,8.88487
4.11545,8.88015
4.45745,8.86094
4.78785,8.82771
5.10751,8.78133
5.39494,8.723
5.64144,8.65429
5.83952,8.57705
5.98317,8.49342
6.06803,8.4058
6.1136,8.31676
6.42156,8.229
6.65742,8.14526
6.81401,8.06826
6.88659,8.00056
6.87294,7.94448
6.77349,7.90197
6.59125,7.87455
6.33175,7.86322
6.04362,7.8684
6.62761,7.73479
6.82247,7.63625
6.93773,7.56102
6.96989,7.51211
6.91797,7.49155
6.78356,7.50017
6.57072,7.53763
6.28864,7.60237
6.0368,7.69176
6.04571,7.80231
5.99861,7.92986
5.89691,8.06981
5.7437,8.21741
5.54363,8.36789
5.30278,8.51666
5.02846,8.65939
4.72899,8.79216
4.45905,8.91145
4.82432,9.01426
5.17063,9.09807
5.48747,9.16088
5.76523,9.20123
5.99547,9.2182
6.17121,9.2114
6.28711,9.18099
6.34216,9.12766
6.42245,9.05264
6.75532,8.9577
7.01063,8.84513
7.18061,8.71773
7.26012,8.57881
7.24674,8.43212
7.14087,8.28183
6.94572,8.13242
6.66723,7.9886
6.35352,7.85516
6.8269,7.59517
6.98045,7.35754
7.05318,7.14808
7.04288,6.97594
6.94987,6.84933
6.77697,6.77472
6.52943,6.75612
6.21476,6.79456
5.94435,6.88792
5.9938,7.03128
5.99238,7.21745
5.94014,7.43781
5.83865,7.68305
5.691,7.94379
5.50167,8.21101
5.27641,8.47639
5.02205,8.7324
4.7901,8.97239
5.17232,9.19059
5.52859,9.38213
5.84811,9.54295
6.12118,9.6698
6.3395,9.76023
6.49645,9.81251
6.58727,9.82569
6.60919,9.7995
6.6591,9.73445
7.01143,9.63175
7.282,9.49334
7.46259,9.32196
7.54772,9.1211
7.5348,8.8951
7.42423,8.64913
7.21937,8.38924
6.92643,8.12238
6.59233,7.85634
6.94546,7.4768
7.05663,7.10206
7.08705,6.75502
7.03579,6.4515
6.90442,6.2077
6.69691,6.03864
6.41957,5.95595
6.08082,5.96577
5.79357,6.06734
5.88688,6.25324
5.93494,6.51091
5.9363,6.82494
5.89091,7.17908
5.80016,7.55776
5.66679,7.94682
5.49486,8.33384
5.28958,8.70811
5.09855,9.06053
5.49088,9.38344
5.84998,9.67045
6.16495,9.91631
6.42622,10.1168
6.62588,10.2686
6.75785,10.3694
6.81813,10.4176
6.8049,10.4125
6.81637,10.3541
7.18212,10.2434
7.4633,10.082
7.65137,9.8725
7.74064,9.61838
7.72839,9.32403
7.61498,8.99492
7.40388,8.63766
7.10147,8.26019
6.75278,7.8719
6.9797,7.38439
7.04871,6.88053
7.03832,6.39848
6.94884,5.95986
6.78299,5.58967
6.54581,5.31449
6.24449,5.15841
5.88818,5.13714
5.58903,5.25294
5.72819,5.49385
5.82802,5.83767
5.88551,6.25807
5.89891,6.72926
5.8678,7.2285
5.79314,7.73672
5.67719,8.23825
5.52347,8.72032
5.37548,9.17247
5.77033,9.58613
6.12503,9.95428
6.42836,10.2712
6.67111,10.5322
6.84592,10.7338
6.94747,10.8732
6.9727,10.9487
6.92082,10.9593
6.88949,10.9049
7.2622,10.7861
7.54901,10.6045
7.74124,10.3624
7.83303,10.0632
7.82161,9.7112
7.70733,9.31164
7.49364,8.87115
7.18705,8.39777
6.8325,7.90129
6.92858,7.32177
6.95692,6.70337
6.90846,6.09657
6.78466,5.52659
6.58928,5.02605
6.32825,4.63491
6.00949,4.39565
5.64268,4.34105
5.33695,4.47948
5.52255,4.79038
5.67488,5.23482
5.78932,5.77038
5.86239,6.36008
5.89187,6.97468
5.87688,7.59179
5.81786,8.19421
5.7166,8.76851
5.61603,9.30402
6.00218,9.79211
6.34539,10.2257
6.63034,10.5991
6.8484,10.9077
6.99294,11.1478
7.05957,11.3166
7.04626,11.4124
6.95344,11.4339
6.87624,11.3811
7.24924,11.2544
7.53655,11.0553
7.72945,10.786
7.82209,10.4497
7.81165,10.0503
7.69845,9.59301
7.48594,9.08402
7.18055,8.53103
6.82821,7.94346
6.79365,7.29161
6.78406,6.5797
6.70142,5.86753
6.54824,5.18101
6.32916,4.55714
6.05083,4.04801
5.72171,3.71919
5.35179,3.63085
5.04497,3.80239
5.27621,4.19749
5.48016,4.75073
5.65063,5.39994
5.78246,6.09826
5.87164,6.81278
5.91546,7.52029
5.91259,8.20387
5.86312,8.85065
5.80818,9.45045
6.17939,9.99509
6.50437,10.4778
6.76478,10.8931
6.95271,11.2364
7.06247,11.5043
7.09072,11.6938
7.0366,11.8032
6.90176,11.8314
6.77702,11.7782
7.14363,11.6439
7.42628,11.4301
7.61637,11.1387
7.70814,10.7728
7.6988,10.3363
7.58864,9.83383
7.381,9.27144
7.08218,8.65623
6.73769,7.99695
6.579,7.29524
6.53537,6.51641
6.42349,5.72737
6.24675,4.95289
6.01053,4.23083
5.72199,3.62082
5.38989,3.21057
5.02432,3.09471
4.72197,3.30772
4.99664,3.78914
5.24977,4.4411
5.47367,5.18415
5.66156,5.9663
5.80771,6.75443
5.90771,7.5265
5.95851,8.26678
5.95857,8.96334
5.94611,9.60675
6.29659,10.1893
6.59715,10.7045
6.82758,11.1472
6.98088,11.5128
7.05241,11.798
7.03999,12
6.944,12.1169
6.76735,12.1478
6.59483,12.0924
6.94859,11.951
7.22155,11.7251
7.40543,11.4167
7.49465,11.0288
7.48649,10.565
7.38121,10.03
7.18201,9.42939
6.89492,8.76999
6.56369,8.05992
6.29116,7.3325
6.2184,6.51718
6.0831,5.68702
5.88936,4.86605
5.64307,4.09213
5.35171,3.42838
5.02411,2.97571
4.67023,2.85249
4.37775,3.10178
4.69234,3.64182
4.99071,4.35335
5.26381,5.14924
5.50334,5.97683
5.70204,6.80408
5.85387,7.61004
5.95423,8.37984
6.00006,9.10212
6.02562,9.76782
6.35021,10.3694
6.6209,10.9007
6.81683,11.3565
6.93205,11.7324
6.96306,12.0249
6.90892,12.2314
6.77128,12.3502
6.55431,12.38
6.33522,12.3207
6.67003,12.1728
6.92859,11.9376
7.10304,11.6172
7.1881,11.2146
7.18117,10.7333
7.08248,10.1782
6.89501,9.55464
6.62446,8.86935
6.31149,8.13027
5.97908,7.40176
5.88637,6.58198
5.73694,5.74979
5.53533,4.93057
5.28766,4.16404
5.00145,3.51539
4.68538,3.08511
4.34905,2.98415
4.06966,3.24628
4.41683,3.79051
4.7519,4.50308
5.06469,5.29983
5.3457,6.12882
5.58641,6.95793
5.7795,7.76594
5.92343,8.53771
6.00989,9.26169
6.06786,9.92864
6.3792,10.531
6.61887,11.0623
6.77959,11.5173
6.85649,11.8917
6.84724,12.182
6.7521,12.3856
6.57398,12.5005
6.31828,12.5258
6.05338,12.4613
6.36113,12.3074
6.59776,12.0657
6.75609,11.7383
6.8313,11.3281
6.82113,10.8392
6.72587,10.2761
6.55228,9.64471
6.30257,8.95182
6.01231,8.2057
5.97984,7.50008
5.92867,6.70702
5.82417,5.91056
5.6695,5.13889
5.46935,4.43432
5.22981,3.86064
4.95814,3.5038
4.66259,3.44372
4.40815,3.69663
4.77953,4.19992
5.13244,4.86428
5.45618,5.61678
5.74092,6.40786
5.97802,7.20486
6.16029,7.98541
6.28218,8.73334
6.34,9.4363
6.37186,10.0845
6.70903,10.6699
6.96919,11.1858
7.14443,11.6269
7.22943,11.9886
7.22161,12.2674
7.12122,12.4606
6.93129,12.5664
6.6576,12.5838
6.35815,12.5126
6.63156,12.3536
6.8303,12.1081
6.94834,11.7786
6.9821,11.3682
6.93055,10.8811
6.79525,10.3223
6.58032,9.69789
6.29227,9.01539
5.97553,8.28381
5.9249,7.6234
5.92046,6.88536
5.86653,6.15704
5.76475,5.4688
5.6182,4.86279
5.43133,4.395
5.20982,4.12884
4.96038,4.1121
4.73497,4.34813
5.1242,4.79349
5.48812,5.38512
5.81566,6.06544
6.09689,6.79051
6.32327,7.52868
6.48794,8.25704
6.58588,8.95853
6.61414,9.61997
6.60453,10.2309
6.96208,10.7829
7.23854,11.2689
7.4255,11.6833
7.51729,12.0215
7.51112,12.2798
7.40718,12.4556
7.20863,12.5471
6.92149,12.5534
6.59269,12.4744
6.82824,12.3109
6.98675,12.0645
7.0634,11.7379
7.05588,11.3344
6.9644,10.8586
6.79175,10.3159
6.54316,9.71316
6.22619,9.05854
5.87843,8.36219
5.81593,7.76691
5.86198,7.10782
5.86274,6.47249
5.81819,5.89092
5.72967,5.40082
5.59988,5.04566
5.43275,4.86674
5.23336,4.88897
5.04018,5.10909
5.44041,5.49733
5.80814,6.01087
6.13222,6.60705
6.4028,7.24983
6.61167,7.91081
6.7525,8.56806
6.821,9.20453
6.81511,9.80677
6.7588,10.364
7.13066,10.8674
7.41874,11.3099
7.61427,11.6856
7.71133,11.9899
7.70696,12.2192
7.60132,12.3708
7.39758,12.443
7.10196,12.435
6.74989,12.3469
6.9452,12.1797
7.06234,11.9353
7.09776,11.6165
7.05039,11.2271
6.92165,10.7719
6.71547,10.2572
6.43809,9.69025
6.09794,9.08027
5.72395,8.43849
5.65624,7.92526
5.755,7.36398
5.81291,6.83854
5.82819,6.3756
5.80039,6.00516
5.73035,5.75725
5.62019,5.65584
5.47326,5.71184
5.31451,5.91913
5.71853,6.25689
6.08279,6.69609
6.39623,7.20628
6.64935,7.75963
6.83446,8.3325
6.94594,8.90542
6.98041,9.46256
6.93681,9.99102
6.82999,10.4803
7.20966,10.9216
7.50431,11.3081
7.70501,11.6339
7.80566,11.8944
7.80321,12.0863
7.69772,12.207
7.49241,12.255
7.19351,12.2296
6.82498,12.1313
6.97889,11.9612
7.05479,11.7216
7.05039,11.4156
6.9658,11.0473
6.80361,10.6222
6.56873,10.147
6.26829,9.62959
5.91141,9.08005
5.51678,8.51047
5.45067,8.09293
5.60278,7.64312
5.71855,7.23731
5.79446,6.8966
5.82821,6.64204
5.81877,6.49186
5.76643,6.45797
5.67278,6.5432
5.54964,6.74056
5.95012,7.03494
6.30372,7.40652
6.5997,7.83392
6.82907,8.29665
6.98488,8.77621
7.06239,9.25659
7.05926,9.72415
6.97556,10.1674
6.81615,10.5768
7.19667,10.9443
7.49267,11.2635
7.69497,11.5288
7.79742,11.7363
7.79692,11.8828
7.69348,11.9661
7.49024,11.985
7.19337,11.9393
6.81566,11.8296
6.92828,11.6574
6.96433,11.4254
6.92271,11.1372
6.80469,10.7972
6.61385,10.4114
6.35598,9.98693
6.03891,9.53231
5.67226,9.05791
5.26717,8.57609
5.20547,8.26442
5.40993,7.93478
5.58253,7.65257
5.71801,7.43219
5.81227,7.28619
5.86246,7.2236
5.86703,7.24849
5.82586,7.35922
5.74129,7.54876
6.12816,7.8059
6.46423,8.11683
6.73644,8.46676
6.9365,8.84113
7.05836,9.22629
7.09832,9.60998
7.05515,9.98138
6.93018,10.3311
6.72719,10.6512
7.09209,10.935
7.38416,11.1769
7.58444,11.3723
7.68686,11.518
7.68829,11.6114
7.58871,11.6509
7.39113,11.636
7.10155,11.5668
6.72876,11.4444
6.79492,11.271
6.7937,11.0496
6.71862,10.7841
6.57195,10.4797
6.35814,10.1424
6.08369,9.77968
5.75692,9.40029
5.38776,9.01436
4.98741,8.63351
4.92809,8.43445
5.18232,8.22927
5.40897,8.07015
5.60117,7.96482
5.75308,7.91866
5.86009,7.9341
5.91895,8.01032
5.92787,8.14336
5.88659,8.32657
6.24724,8.55138
6.55945,8.80807
6.80229,9.0865
6.96837,9.37668
7.05267,9.66914
7.05262,9.9552
6.96822,10.2271
6.80204,10.4779
6.55912,10.7018
6.89909,10.8938
7.18208,11.05
7.37679,11.1671
7.47733,11.2428
7.48063,11.2758
7.3866,11.2653
7.19809,11.2116
6.92083,11.1157
6.56322,10.9795
6.58284,10.8057
6.54808,10.5977
6.44429,10.3602
6.27463,10.0984
6.04424,9.81883
5.76012,9.52866
5.43089,9.23616
5.06654,8.95041
4.67814,8.68118
4.62694,8.5981
4.92685,8.5178
5.20316,8.47797
5.44749,8.48038
5.65242,8.52493
5.81173,8.60962
5.92059,8.73077
5.9757,8.88329
5.97537,9.06112
6.30374,9.25755
6.58648,9.46566
6.79526,9.6786
6.92372,9.88979
6.96798,10.0931
6.92669,10.2831
6.8011,10.4548
6.59503,10.604
6.31473,10.7273
6.62354,10.8218
6.89256,10.8854
7.07833,10.9167
7.1752,10.9151
7.18023,10.8807
7.09329,10.8141
6.91699,10.7168
6.6567,10.5909
6.32031,10.4394
6.2985,10.2657
6.23493,10.0743
6.10807,9.86995
5.92177,9.65832
5.68168,9.44555
5.39509,9.23825
5.0707,9.0433
4.71836,8.8676
4.34875,8.71781
4.35405,8.75088
4.69245,8.79264
5.01021,8.86581
5.2977,8.96746
5.54619,9.0936
5.74813,9.23948
5.8974,9.39987
5.98994,9.5693
6.0259,9.7423
6.32615,9.91355
6.57824,10.0781
6.75247,10.2314
6.84355,10.3693
6.84872,10.4884
6.76783,10.5858
6.60331,10.6591
6.36018,10.7065
6.04581,10.7271
6.31709,10.7203
6.56599,10.6864
6.73741,10.626
6.82614,10.5405
6.8295,10.4321
6.74737,10.3033
6.58226,10.1573
6.33922,9.99791
6.02943,9.82945
5.98029,9.65669
5.89707,9.48478
5.75665,9.31913
5.56332,9.16524
5.32292,9.02848
5.04276,8.9139
4.73134,8.82588
4.39812,8.76794
4.05321,8.74243
4.35551,8.11908
4.75329,8.32313
5.12783,8.5677
5.46778,8.84233
5.76281,9.13638
6.00396,9.43955
6.18393,9.74221
6.29723,10.0356
6.34045,10.3121
6.56805,10.5648
6.80482,10.788
6.9561,10.9769
7.01728,11.1277
7.04425,11.2374
7.0078,11.3039
6.87971,11.326
6.66385,11.3032
6.36678,11.236
6.56719,11.1255
6.80433,10.9741
6.95601,10.7845
7.01761,10.5608
6.98728,10.3076
6.86592,10.0308
6.65722,9.7372
6.36752,9.43446
6.0056,9.13136
5.83475,8.83755
5.69887,8.56333
5.51106,8.31936
5.27704,8.11607
5.06043,7.96295
4.84182,7.86769
4.5973,7.83532
4.33428,7.86759
4.06077,7.96276
4.68713,8.24536
5.10151,8.56041
5.4861,8.90024
5.82922,9.25238
6.12047,9.6054
6.35099,9.94905
6.51379,10.2743
6.60394,10.5735
6.61868,10.8401
6.75164,11.0684
6.95483,11.2543
7.11991,11.3941
7.28082,11.4854
7.34579,11.5267
7.31287,11.5171
7.18304,11.4568
6.96026,11.347
6.65127,11.1894
6.75092,10.9871
6.9545,10.7438
7.07206,10.4642
7.10003,10.1543
7.03756,9.82116
6.88655,9.47285
6.65159,9.11889
6.3398,8.76999
5.96066,8.43799
5.71617,8.13566
5.57691,7.87605
5.43972,7.67176
5.35099,7.53367
5.2249,7.46974
5.06527,7.48381
4.87696,7.57503
4.66569,7.73797
4.43785,7.96348
4.99772,8.35033
5.42098,8.76587
5.80775,9.19011
6.14628,9.60987
6.4263,10.0138
6.63932,10.3921
6.77885,10.7366
6.84068,11.0405
6.82292,11.2981
6.86292,11.505
7.04708,11.6578
7.31331,11.7539
7.48561,11.7919
7.55877,11.7711
7.53055,11.692
7.40182,11.5557
7.17648,11.3644
6.86138,11.1212
6.86237,10.8304
7.03064,10.4972
7.11357,10.128
7.10865,9.73067
7.01603,9.31447
6.83852,8.89026
6.5815,8.47069
6.25278,8.07019
5.86233,7.7048
5.55528,7.39159
5.43353,7.14747
5.44489,6.98741
5.41903,6.92221
5.35675,6.95652
5.25993,7.08788
5.1315,7.30722
4.97538,7.60063
4.7963,7.95158
5.27786,8.43165
5.702,8.93566
6.08301,9.43281
6.40933,9.91016
6.67103,10.3569
6.86019,10.7641
6.97107,11.1244
7.00028,11.4317
6.94696,11.6813
6.89853,11.8693
7.13857,11.9931
7.4149,12.0509
7.59611,12.0419
7.67671,11.9663
7.65425,11.8251
7.5294,11.6203
7.30597,11.3549
6.99073,11.0329
6.89814,10.6594
7.03044,10.2408
7.07929,9.78494
7.04323,9.30115
6.92334,8.8008
6.72326,8.29747
6.44907,7.80732
6.10908,7.34933
5.71363,6.94505
5.35696,6.61763
5.33659,6.38946
5.40971,6.27857
5.44856,6.29456
5.45198,6.43599
5.41987,6.69085
5.35319,7.03962
5.25397,7.45943
5.12522,7.92738
5.51904,8.48756
5.93604,9.06675
6.30354,9.62477
6.61037,10.1495
6.84722,10.6312
7.00691,11.0616
7.08459,11.4341
7.07789,11.7435
6.98703,11.9855
6.85737,12.1571
7.13965,12.256
7.42159,12.2809
7.60895,12.2317
7.69603,12.1089
7.68019,11.914
7.56191,11.6495
7.34478,11.3189
7.0354,10.9268
6.85715,10.4789
6.9539,9.98216
6.97026,9.44532
6.90574,8.87892
6.7623,8.29589
6.54429,7.71219
6.25832,7.14753
5.91308,6.62602
5.51905,6.17632
5.12723,5.83012
5.20054,5.61787
5.33524,5.56157
5.43868,5.66756
5.50771,5.9241
5.54024,6.3057
5.53529,6.78087
5.49299,7.31857
5.41464,7.89148
5.71394,8.51688
6.116,9.15688
6.46263,9.7633
6.74331,10.3252
6.94953,10.8337
7.07502,11.2816
7.11598,11.6628
7.07115,11.9729
6.94192,12.2079
6.7407,12.3653
7.05029,12.4432
7.33319,12.4409
7.52374,12.3583
7.61614,12.1963
7.60759,11.9568
7.49835,11.6425
7.29175,11.2572
6.99404,10.8057
6.74065,10.2938
6.80336,9.72909
6.78979,9.12039
6.70037,8.47882
6.53781,7.81823
6.30703,7.15621
6.01505,6.51544
5.67073,5.92533
5.28451,5.4231
4.87307,5.05226
5.0295,4.85524
5.22376,4.85936
5.38969,5.06401
5.52224,5.44097
5.6174,5.94753
5.67227,6.54033
5.68519,7.18246
5.65577,7.84483
5.87068,8.51899
6.2364,9.20456
6.55545,9.84652
6.80411,10.4351
6.97484,10.9625
7.06244,11.422
7.06428,11.8085
6.98027,12.1176
6.81299,12.3462
6.5675,12.4917
6.8732,12.5527
7.15238,12.5287
7.34307,12.4198
7.43947,12.2272
7.43866,11.9528
7.34067,11.5996
7.14847,11.1712
6.86789,10.6727
6.56939,10.1099
6.58337,9.49006
6.54336,8.82215
6.43335,8.11713
6.25667,7.38895
6.0187,6.65575
5.72664,5.94203
5.38937,5.28165
5.01713,4.72103
4.62121,4.31913
4.82867,4.13599
5.07865,4.20591
5.30307,4.5152
5.49512,5.01164
5.64898,5.63335
5.75997,6.32776
5.82473,7.05564
5.84128,7.78867
5.96993,8.49385
6.29358,9.209
6.57918,9.8733
6.79092,10.4781
6.92238,11.0162
6.96957,11.4817
6.93106,11.8698
6.80801,12.1765
6.60416,12.3989
6.32571,12.5349
6.61376,12.5832
6.88464,12.5432
7.07242,12.4154
7.17138,12.201
7.17853,11.9021
7.09364,11.5215
6.91929,11.0631
6.66078,10.5316
6.32773,9.93275
6.30063,9.27369
6.23845,8.56289
6.11278,7.81088
5.92743,7.03103
5.68804,6.24106
5.40185,5.46576
5.07757,4.74151
4.72503,4.12281
4.35493,3.68616
4.60414,3.51512
4.9043,3.65238
5.18146,4.06317
5.42719,4.66564
5.63404,5.38116
5.79574,6.15282
5.90737,6.94254
5.96554,7.72452
6.0731,8.44198
6.36196,9.17012
6.60919,9.84331
6.77832,10.4536
6.86424,10.9943
6.86433,11.46
6.77858,11.8461
6.60961,12.149
6.36253,12.3658
6.04486,12.4945
6.30004,12.5341
6.55302,12.4842
6.73492,12.3451
6.83492,12.1182
6.84999,11.8056
6.77967,11.41
6.62609,10.9354
6.39392,10.3863
6.0902,9.76837
6.03943,9.08837
5.96001,8.35445
5.82221,7.57658
5.63022,6.76742
5.38986,5.94384
5.10843,5.12993
4.79447,4.36262
4.45751,3.70121
4.10779,3.23693
4.38263,3.07677
4.72092,3.27047
5.04344,3.75883
5.3354,4.43406
5.58794,5.20809
5.79338,6.0243
5.9455,6.84738
6.03968,7.65415
6.43123,8.36448
6.74844,9.08857
7.00842,9.75693
7.18381,10.3619
7.26931,10.8971
7.26232,11.3572
7.16304,11.7377
6.97449,12.0352
6.7024,12.2469
6.35503,12.371
6.56825,12.4063
6.77385,12.3524
6.90201,12.21
6.94883,11.9802
6.9129,11.6651
6.79531,11.2676
6.59962,10.7915
6.38653,10.2413
6.11847,9.6225
6.117,8.94183
6.08065,8.20722
5.98788,7.42842
5.84153,6.61777
5.64602,5.79174
5.4073,4.97402
5.13261,4.20142
4.83029,3.53447
4.50951,3.06907
4.79833,2.91984
5.14034,3.1366
5.45447,3.64936
5.73119,4.34263
5.96209,5.12758
6.14018,5.9492
6.26004,6.77385
6.37259,7.57955
6.70641,8.26302
7.05652,8.9657
7.32511,9.61532
7.50403,10.2041
7.58785,10.7255
7.57403,11.1741
7.46298,11.5456
7.25807,11.8364
6.96553,12.0436
6.59424,12.1656
6.76297,12.201
6.92414,12.1496
7.00781,12.012
7.01146,11.7892
6.93498,11.4834
6.78067,11.0975
6.55324,10.6351
6.31261,10.1009
6.08368,9.50051
6.14631,8.84052
6.15715,8.12908
6.11377,7.37617
6.0175,6.59445
5.87125,5.80087
5.67948,5.0196
5.44798,4.28746
5.18381,3.66262
4.89496,3.23178
5.19085,3.09217
5.53382,3.28524
5.8415,3.75512
6.10453,4.40289
6.31493,5.14645
6.46632,5.93187
6.5541,6.72491
6.62792,7.5029
6.91908,8.13985
7.27684,8.8036
7.54966,9.42041
7.72926,9.9819
7.8102,10.4812
7.79,10.9126
7.66929,11.2715
7.45174,11.5542
7.14393,11.7578
6.78587,11.8804
6.87829,11.9208
6.99394,11.8786
7.03325,11.7541
6.99503,11.5487
6.88044,11.2642
6.69296,10.9036
6.43827,10.4707
6.17439,9.9699
6.01574,9.40709
6.12647,8.78912
6.18719,8.12443
6.19606,7.42345
6.1528,6.69949
6.05872,5.97021
5.91669,5.26012
5.73102,4.60451
5.50733,4.05435
5.27951,3.67725
5.54826,3.54164
5.88376,3.67839
6.1766,4.05639
6.41789,4.60714
6.60031,5.26307
6.71832,5.97331
6.76834,6.70261
6.7979,7.42651
7.04333,7.99782
7.4027,8.60515
7.67524,9.17495
7.85266,9.69796
7.92959,10.1667
7.90368,10.575
7.77572,10.9179
7.54961,11.1913
7.23219,11.3924
6.90416,11.5187
6.91071,11.5691
6.98115,11.5429
6.97755,11.4405
6.90004,11.2629
6.75095,11.0121
6.53482,10.6908
6.2582,10.3028
5.97607,9.85255
5.90027,9.34598
6.05808,8.79009
6.16987,8.19351
6.23224,7.56697
6.24331,6.92398
6.20274,6.28202
6.11175,5.66421
5.97312,5.10137
5.79104,4.63355
5.63856,4.30802
5.85973,4.16893
6.17952,4.23892
6.4496,4.50629
6.66176,4.93188
6.80957,5.46782
6.88853,6.0711
6.89625,6.70789
6.87739,7.35272
7.07538,7.84032
7.43029,8.37402
7.69804,8.88253
7.87048,9.35572
7.9424,9.78534
7.91161,10.1646
7.77903,10.4881
7.54871,10.7514
7.22762,10.951
6.94522,11.0846
6.85923,11.1504
6.88614,11.1476
6.8424,11.0764
6.72936,10.9376
6.55043,10.7328
6.31106,10.4646
6.0185,10.1365
5.72367,9.75301
5.73871,9.31967
5.94322,8.84336
6.1057,8.33245
6.22123,7.79725
6.28629,7.25044
6.29892,6.70784
6.25872,6.18914
6.16693,5.71866
6.02632,5.32522
5.95734,5.04004
6.11578,4.89132
6.41213,4.8961
6.65221,5.0538
6.82873,5.34646
6.93634,5.74549
6.97177,6.21971
6.93394,6.74052
6.86397,7.2839
7.01428,7.67135
7.35878,8.11477
7.61736,8.54773
7.78219,8.95954
7.84825,9.34128
7.81354,9.68557
7.67912,9.98631
7.44907,10.2386
7.13036,10.4385
6.90781,10.5831
6.78017,10.6703
6.7118,10.6988
6.63191,10.6683
6.48818,10.5792
6.28498,10.4328
6.02848,10.2311
5.72646,9.97716
5.42486,9.67489
5.53596,9.32927
5.78537,8.94641
5.99664,8.53375
6.16334,8.10026
6.28043,7.6567
6.34435,7.21592
6.35315,6.79313
6.30657,6.40594
6.20603,6.07397
6.22618,5.81751
6.36545,5.65505
6.57452,5.59984
6.77828,5.65668
6.91374,5.82063
6.97679,6.07835
6.96553,6.41128
6.88028,6.79912
6.75804,7.2223
6.86187,7.49543
7.19032,7.83288
7.43566,8.17618
7.59045,8.51483
7.64999,8.83967
7.61247,9.14281
7.47903,9.41757
7.25372,9.65836
6.94338,9.8606
6.79305,10.0206
6.6773,10.1357
6.49401,10.2039
6.35247,10.2241
6.18384,10.1959
5.96266,10.1199
5.69565,9.99722
5.39092,9.82999
5.08871,9.62111
5.29818,9.37436
5.58934,9.09449
5.84599,8.78727
6.06035,8.45957
6.22591,8.11948
6.33765,7.77639
6.39216,7.44101
6.3878,7.12531
6.3247,6.84223
6.43691,6.60506
6.598,6.42643
6.69396,6.31691
6.82398,6.28348
6.9142,6.32836
6.92969,6.44859
6.86998,6.63656
6.73688,6.8813
6.56283,7.17001
6.62278,7.31761
6.93004,7.53488
7.15846,7.77474
7.3011,8.02823
7.35365,8.28676
7.31449,8.54239
7.18482,8.78795
6.96858,9.01709
6.67233,9.22433
6.60444,9.40502
6.50842,9.55532
6.34637,9.67217
6.1232,9.75328
5.84568,9.7971
5.59325,9.8028
5.32269,9.77028
5.02209,9.70013
4.72543,9.59372
5.03257,9.45309
5.36106,9.28108
5.65834,9.08129
5.91538,8.85814
6.12439,8.61684
6.27902,8.36349
6.37457,8.10503
6.40815,7.84917
6.37874,7.60432
6.58313,7.37939
6.76354,7.18335
6.87017,7.02481
6.89978,6.91129
6.85146,6.84854
6.79646,6.83988
6.68804,6.88577
6.50811,6.98377
6.28425,7.12883
6.32924,7.14335
6.61081,7.2284
6.81913,7.35175
6.9479,7.50786
6.99318,7.69019
6.95362,7.89157
6.83041,8.10472
6.62729,8.32251
6.37568,8.53825
6.37267,8.74576
6.30365,8.93953
6.17071,9.11474
5.9779,9.26725
5.73106,9.39365
5.4377,9.49121
5.1067,9.55788
4.74812,9.5923
4.41486,9.59377
4.77219,9.56227
5.13245,9.49843
5.46434,9.40355
5.7578,9.27962
6.00392,9.1293
6.19522,8.95596
6.32589,8.76366
6.39198,8.55716
6.41321,8.34192
6.68537,8.12404
6.88202,7.91019
6.9972,7.70747
7.0274,7.52315
6.97172,7.36442
6.83184,7.23791
6.61201,7.14926
6.3189,7.10261
5.99752,7.10021
6.57093,6.97839
6.73709,6.92224
6.83078,6.91729
6.84917,6.96381
6.87707,7.05938
6.83834,7.19923
6.72408,7.37675
6.53774,7.5841
6.37558,7.8129
6.4023,8.05469
6.36671,8.30131
6.2699,8.5452
6.1148,8.77947
5.90614,8.99803
5.65023,9.19561
5.35485,9.36768
5.02896,9.51056
4.78352,9.62128
5.10605,9.69763
5.40562,9.73812
5.67314,9.74197
5.90049,9.7091
6.16567,9.64016
6.3863,9.53647
6.54512,9.4001
6.6373,9.23385
6.74714,9.04127
7.03805,8.82668
7.24735,8.59522
7.3687,8.3528
7.39841,8.10615
7.33558,7.86269
7.18211,7.63048
6.94266,7.41794
6.6245,7.23351
6.3325,7.08518
6.78494,6.82859
6.9042,6.62638
6.94929,6.48361
6.91886,6.40869
6.81383,6.4063
6.64968,6.47658
6.54657,6.61514
6.38015,6.81379
6.30874,7.06172
6.36994,7.34686
6.3732,7.6569
6.31842,7.98011
6.20726,8.30573
6.0431,8.62415
5.83092,8.92698
5.57715,9.207
5.2895,9.4581
5.13432,9.67517
5.46784,9.85407
5.7708,9.99154
6.034,10.0852
6.24945,10.1334
6.4106,10.1353
6.524,10.0909
6.70311,10.0011
6.81418,9.86717
7.00356,9.69162
7.30798,9.47759
7.52597,9.22915
7.65093,8.95132
7.67905,8.65013
7.60949,8.33271
7.44436,8.00735
7.18866,7.68354
6.85017,7.37196
6.59105,7.08428
6.91261,6.69966
6.98424,6.35184
6.98132,6.06542
6.90394,5.85862
6.75446,5.74659
6.53741,5.73831
6.30327,5.83448
6.15931,6.0273
