design name, Legal placement of GU-pairs, Direction of GC-pairs in multiloops, 1-1 Loop Energy V1, Tetraloop similarity, Loops & Stacks, Energy Limit in Tetraloops, Closing GC pairs in 3-1 internal loops, Eli Blue line, Mismatch, Clean plot  stack caps  and safe GC, No Blue Nucleotides in Hook Area, Direction of GC-pairs in multiloops + neckarea, Loop pattern for small multiloops, The 1-1 Loop V1, Berex Loop Basic, Repetition, Green and blue nucleotides a strand + Strong middle half, G's in place of the last A's on the right hand side of any end loop, Ding quad energy, Twisted Basepairs, JP-Stratmark, Eli Green line, Double AU-pair strategy, Tests by Region - boundaries, Multiloop similarity, No blue nucleotides in multiloop ring, Tests by Region - loops, Wrong Direction of GC-pairs in multiloops, Eli Red line, [Example] 60% of pairs should be GC pairs, Tetraloop Pattern, A basic test, Tetraloop blues, Only As in the loops, GC-pairs in junctions, Test by kkohli, Clean Dot Plot, Berex Test, Numbers of yellow nucleotides pr length of string, deivad's strategy, chemical reactivity score
EteRNA Ensemble Strategy (L2) 07, 93.784483, 94.391644, 80.000000, N/A, 95.204788, N/A, N/A, 100.000000, 86.012244, 83.341091, 100.000000, 94.391644, N/A, 85.350193, 83.672486, 79.741897, 100.000000, N/A, 80.177583, 98.000000, 84.560171, 100.000000, 100.000000, 98.000000, 100.000000, 100.000000, 89.000000, 87.400879, 100.000000, 94.368832, 100.000000, 79.844778, N/A, 92.000000, 78.456055, 68.679949, 99.463177, 69.797470, 92.296037, 80.907404, 73.000000
EteRNA Ensemble Strategy (L2) 08, 93.784483, 94.391644, 80.000000, N/A, 73.719987, N/A, N/A, 100.000000, 87.307845, 80.426433, 100.000000, 94.391644, N/A, 81.283952, 83.672486, 85.318702, 100.000000, N/A, 80.177583, 99.000000, 84.560171, 100.000000, 100.000000, 99.000000, 100.000000, 100.000000, 88.000000, 87.400879, 100.000000, 91.011285, 100.000000, 78.588780, N/A, 90.000000, 78.456055, 69.523972, 99.197439, 71.670071, 92.296037, 81.565963, 88.000000
ViennaRNA design 01, 92.068142, 83.726009, 80.000000, N/A, 91.049348, N/A, N/A, 100.000000, 80.434071, 69.277544, 88.435352, 83.726009, N/A, 82.675097, 84.896649, 68.130648, 100.000000, N/A, 76.914755, 95.000000, 87.774240, 100.000000, 100.000000, 95.000000, 100.000000, 94.476074, 80.000000, 92.440527, 100.000000, 83.062789, 100.000000, 81.523531, N/A, 72.000000, 65.529687, 71.772329, 98.338928, 75.830400, 92.296037, 76.246173, 74.000000
ViennaRNA design 02, 95.916386, 100.000000, 86.985010, N/A, 91.773179, N/A, N/A, 100.000000, 80.254590, 72.971523, 94.217676, 100.000000, N/A, 84.966574, 87.016553, 76.472671, 100.000000, N/A, 80.902619, 99.000000, 86.167206, 100.000000, 100.000000, 99.000000, 100.000000, 100.000000, 77.000000, 89.920703, 84.689258, 96.428329, 100.000000, 86.333284, N/A, 76.000000, 74.147266, 83.334296, 97.206917, 77.454277, 84.592074, 74.743812, 74.000000
ViennaRNA design 03, 88.149500, 94.391644, 80.000000, N/A, 88.116697, N/A, N/A, 100.000000, 74.702191, 67.856472, 100.000000, 94.391644, N/A, 84.966574, 88.240715, 75.857696, 100.000000, N/A, 80.815245, 98.000000, 86.167206, 100.000000, 100.000000, 98.000000, 100.000000, 100.000000, 54.000000, 87.400879, 100.000000, 89.544271, 100.000000, 88.887244, N/A, 74.000000, 61.220898, 80.978889, 97.788657, 78.371428, 100.000000, 80.684331, 79.000000
ViennaRNA design 04, 84.568763, 83.450471, 80.000000, N/A, 90.134386, N/A, N/A, 100.000000, 72.421612, 72.187649, 82.653027, 83.450471, N/A, 80.000000, 84.896649, 71.666309, 100.000000, N/A, 80.815245, 99.000000, 86.167206, 100.000000, 100.000000, 99.000000, 100.000000, 88.952148, 63.000000, 87.400879, 100.000000, 87.210938, 100.000000, 86.831536, N/A, 75.000000, 65.529687, 74.028786, 97.749283, 76.555885, 84.592074, 78.793944, 76.000000
EteRNA ensemble design 09 (conventional), 93.784483, 89.058827, 80.000000, N/A, 85.170771, N/A, N/A, 100.000000, 78.986329, 81.966010, 100.000000, 89.058827, N/A, 85.350193, 83.672486, 92.514146, 100.000000, N/A, 78.886843, 96.000000, 89.381275, 100.000000, 100.000000, 96.000000, 100.000000, 100.000000, 79.000000, 89.920703, 100.000000, 97.877604, 100.000000, 89.578029, N/A, 91.000000, 65.529687, 70.905101, 99.369353, 74.067657, 84.592074, 77.282351, 85.000000
EteRNA ensemble design 10 (conventional), 93.784483, 89.334365, 80.000000, N/A, 68.293607, N/A, N/A, 100.000000, 84.569200, 78.724199, 100.000000, 89.334365, N/A, 85.350193, 82.448324, 79.306236, 100.000000, N/A, 78.886843, 94.000000, 89.381275, 84.513086, 100.000000, 94.000000, 100.000000, 100.000000, 81.000000, 94.960352, 84.689258, 89.841694, 100.000000, 82.146310, N/A, 91.000000, 65.529687, 71.451292, 99.289596, 75.973136, 84.592074, 78.812529, 74.000000
EteRNA ensemble design 11 (conventional), 93.784483, 94.391644, 80.000000, N/A, 90.306798, N/A, N/A, 100.000000, 80.110492, 82.105730, 100.000000, 94.391644, N/A, 85.350193, 84.896649, 84.212875, 100.000000, N/A, 79.017905, 97.000000, 86.167206, 84.513086, 100.000000, 98.000000, 100.000000, 100.000000, 80.000000, 87.400879, 84.689258, 97.877604, 100.000000, 86.713647, N/A, 88.000000, 82.764844, 73.820818, 99.406659, 82.811637, 92.296037, 81.187825, 85.000000
EteRNA ensemble design 12 (conventional), 93.784483, 94.667182, 80.000000, N/A, 67.099764, N/A, N/A, 100.000000, 85.113767, 72.300725, 94.217676, 94.667182, N/A, 85.350193, 84.896649, 84.693039, 100.000000, N/A, 78.205494, 96.000000, 87.774240, 100.000000, 100.000000, 96.000000, 100.000000, 100.000000, 84.000000, 92.440527, 100.000000, 92.318474, 100.000000, 85.061974, N/A, 90.000000, 65.529687, 69.839975, 98.360309, 72.868212, 92.296037, 82.477859, 81.000000
Spotless Dots, 89.142908, 100.000000, N/A, 100.000000, 91.747639, 100.000000, N/A, 100.000000, 84.213182, 89.752867, 100.000000, 100.000000, N/A, 80.000000, 84.896649, 78.298271, 100.000000, 84.000000, 100.000000, 100.000000, 89.381275, 100.000000, 100.000000, 100.000000, 100.000000, 100.000000, 92.000000, 87.400879, 100.000000, 95.712139, 79.937500, 95.393252, 100.000000, 88.000000, 100.000000, 97.808789, 99.967952, 88.002335, 100.000000, 92.932856, 84.000000
Santa's Murder, 89.142908, 100.000000, N/A, 100.000000, 72.761974, 100.000000, N/A, 100.000000, 84.895949, 95.056058, 100.000000, 100.000000, N/A, 80.000000, 84.896649, 95.035548, 100.000000, 84.000000, 81.033680, 98.000000, 89.381275, 100.000000, 100.000000, 99.000000, 100.000000, 100.000000, 82.000000, 87.400879, 100.000000, 80.327524, 79.937500, 77.832121, 100.000000, 84.000000, 91.382422, 100.000000, 99.964132, 77.661912, 77.554800, 96.121472, 83.000000
Sherlock 6, 89.142908, 100.000000, N/A, 100.000000, 91.747639, 100.000000, N/A, 100.000000, 83.230275, 89.756253, 100.000000, 100.000000, N/A, 80.000000, 84.896649, 88.829421, 100.000000, 84.000000, 100.000000, 99.000000, 89.381275, 100.000000, 100.000000, 99.000000, 100.000000, 100.000000, 85.000000, 87.400879, 100.000000, 95.712139, 79.937500, 95.233041, 100.000000, 88.000000, 100.000000, 100.000000, 99.968856, 88.002335, 100.000000, 93.250433, 89.000000
Cime Scene 2, 89.142908, 100.000000, N/A, 100.000000, 88.016673, 100.000000, N/A, 100.000000, 84.979956, 90.545765, 100.000000, 100.000000, N/A, 80.000000, 84.896649, 86.550643, 100.000000, 84.000000, 100.000000, 97.000000, 89.381275, 100.000000, 100.000000, 97.000000, 100.000000, 100.000000, 85.000000, 87.400879, 100.000000, 91.865986, 79.937500, 90.428879, 100.000000, 88.000000, 100.000000, 100.000000, 99.970866, 85.732319, 92.518267, 93.772268, 98.000000
NUPACK design 01, 89.142908, 94.667182, N/A, 100.000000, 77.600161, 100.000000, N/A, 100.000000, 80.458552, 93.082459, 100.000000, 94.667182, N/A, 80.000000, 84.896649, 83.143772, 87.360254, 82.000000, 81.077367, 95.000000, 87.774240, 84.513086, 100.000000, 96.000000, 100.000000, 100.000000, 66.000000, 89.920703, 84.689258, 84.173678, 79.937500, 84.884580, 100.000000, 80.000000, 95.691211, 97.808789, 99.854757, 80.178037, 85.036533, 93.390254, 83.000000
NUPACK design 02, 89.142908, 94.667182, N/A, 40.000000, 77.074370, 100.000000, N/A, 100.000000, 84.351602, 94.011289, 100.000000, 94.667182, N/A, 80.000000, 84.896649, 86.807580, 100.000000, 84.000000, 81.077367, 96.000000, 87.774240, 100.000000, 100.000000, 96.000000, 100.000000, 100.000000, 77.000000, 89.920703, 100.000000, 84.173678, 79.937500, 83.437339, 100.000000, 80.000000, 95.691211, 100.000000, 99.893966, 80.146107, 85.036533, 92.629613, 80.000000
NUPACK design 03, 89.142908, 94.667182, N/A, 40.000000, 76.345067, 100.000000, N/A, 100.000000, 82.458730, 92.888224, 94.217676, 94.667182, N/A, 80.000000, 84.896649, 80.497897, 100.000000, 82.000000, 100.000000, 95.000000, 89.381275, 84.513086, 100.000000, 96.000000, 100.000000, 94.476074, 85.000000, 89.920703, 84.689258, 84.173678, 79.937500, 84.131587, 100.000000, 81.000000, 100.000000, 100.000000, 99.886414, 82.320335, 85.036533, 88.040954, 77.000000
NUPACK design 04, 89.142908, 100.000000, N/A, 40.000000, 73.238065, 100.000000, N/A, 100.000000, 80.985890, 92.345247, 94.217676, 100.000000, N/A, 80.000000, 84.896649, 88.748438, 100.000000, 81.000000, 81.033680, 95.000000, 89.381275, 100.000000, 100.000000, 95.000000, 100.000000, 94.476074, 64.000000, 87.400879, 100.000000, 84.173678, 79.937500, 83.053801, 88.809766, 78.000000, 91.382422, 97.808789, 99.866712, 81.891630, 77.554800, 86.924715, 81.000000
EteRNA Ensemble Design (L2) 01, 89.142908, 94.667182, N/A, 60.000000, 94.301659, 91.696742, N/A, 100.000000, 87.398645, 80.171015, 100.000000, 94.667182, N/A, 80.000000, 83.672486, 89.491201, 100.000000, 80.000000, 78.292868, 98.000000, 89.381275, 100.000000, 100.000000, 98.000000, 100.000000, 100.000000, 87.000000, 89.920703, 100.000000, 89.544271, 100.000000, 79.521315, 100.000000, 92.000000, 82.764844, 80.231052, 99.581000, 82.971285, 92.518267, 84.171213, 87.000000
EteRNA Ensemble Design (L2) 02, 89.142908, 89.334365, N/A, 60.000000, 87.691991, 91.696742, N/A, 100.000000, 86.770292, 83.805004, 100.000000, 89.334365, N/A, 80.000000, 83.672486, 79.177412, 100.000000, 80.000000, 78.336555, 97.000000, 87.774240, 100.000000, 100.000000, 97.000000, 100.000000, 100.000000, 83.000000, 92.440527, 100.000000, 97.877604, 100.000000, 90.495603, 100.000000, 92.000000, 87.073633, 80.852560, 99.632601, 85.181189, 85.036533, 86.461134, 80.000000
EteRNA Ensemble Design (L2) 03, 89.142908, 94.667182, N/A, 60.000000, 91.760276, 91.696742, N/A, 100.000000, 87.291338, 83.268060, 100.000000, 94.667182, N/A, 80.000000, 82.448324, 80.655618, 100.000000, 80.000000, 78.249181, 97.000000, 89.381275, 100.000000, 100.000000, 98.000000, 100.000000, 100.000000, 86.000000, 89.920703, 100.000000, 95.210938, 100.000000, 85.764244, 100.000000, 92.000000, 78.456055, 82.463877, 99.698029, 88.966176, 85.036533, 87.009061, 78.000000
EteRNA Ensemble Design (L2) 04, 89.142908, 94.667182, N/A, 40.000000, 97.980771, 83.393483, N/A, 100.000000, 86.194832, 80.180716, 100.000000, 94.667182, N/A, 80.000000, 83.672486, 84.742520, 100.000000, 81.000000, 78.292868, 97.000000, 89.381275, 100.000000, 100.000000, 97.000000, 100.000000, 100.000000, 84.000000, 89.920703, 100.000000, 87.210938, 89.968750, 78.420413, 100.000000, 90.000000, 82.764844, 83.077712, 99.458313, 89.162001, 92.518267, 85.139217, 74.000000
EteRNA Ensemble Design (Sparse 5) 05, 89.142908, 84.001547, N/A, 60.000000, 93.667315, 100.000000, N/A, 100.000000, 79.312402, 84.357347, 100.000000, 84.001547, N/A, 80.000000, 83.672486, 89.874719, 100.000000, 83.000000, 79.061592, 97.000000, 87.774240, 100.000000, 100.000000, 98.000000, 100.000000, 100.000000, 77.000000, 94.960352, 100.000000, 96.595553, 84.953125, 91.580585, 100.000000, 88.000000, 87.073633, 89.522982, 99.780081, 91.764932, 100.000000, 88.568386, 78.000000
EteRNA Ensemble Design (Sparse 5) 06, 89.142908, 89.334365, N/A, 60.000000, 97.100941, 91.696742, N/A, 100.000000, 89.538765, 83.096702, 100.000000, 89.334365, N/A, 80.000000, 83.672486, 77.589045, 100.000000, 83.000000, 79.017905, 97.000000, 87.774240, 100.000000, 100.000000, 97.000000, 100.000000, 100.000000, 80.000000, 92.440527, 100.000000, 91.210938, 79.937500, 87.379299, 100.000000, 86.000000, 82.764844, 89.522982, 99.735794, 92.145592, 100.000000, 90.343572, 71.000000
EteRNA Ensemble Design (Sparse 5) 07, 89.142908, 94.667182, N/A, 0.000000, 89.637489, 83.393483, N/A, 100.000000, 82.768413, 82.169385, 100.000000, 94.667182, N/A, 80.000000, 84.896649, 89.360280, 100.000000, 81.000000, 79.017905, 98.000000, 86.167206, 100.000000, 100.000000, 99.000000, 100.000000, 100.000000, 73.000000, 89.920703, 100.000000, 97.877604, 94.984375, 91.199561, 100.000000, 91.000000, 82.764844, 83.675092, 99.404674, 89.665865, 100.000000, 90.079125, 86.000000
EteRNA Ensemble Design (Sparse 5) 08, 89.142908, 94.667182, N/A, 100.000000, 94.168073, 83.393483, N/A, 100.000000, 81.396588, 84.757672, 100.000000, 94.667182, N/A, 80.000000, 83.672486, 84.265826, 100.000000, 80.000000, 79.105279, 97.000000, 87.774240, 100.000000, 100.000000, 98.000000, 100.000000, 100.000000, 84.000000, 89.920703, 100.000000, 96.595553, 100.000000, 85.973192, 100.000000, 92.000000, 91.382422, 82.003501, 99.761694, 88.176345, 100.000000, 87.260270, 75.000000
ViennaRNA design 01, 86.122816, 88.783289, N/A, 40.000000, 83.511304, 75.090225, N/A, 100.000000, 76.691683, 79.285744, 94.217676, 88.783289, N/A, 80.000000, 83.672486, 70.926287, 100.000000, 82.000000, 78.974217, 95.000000, 87.774240, 100.000000, 100.000000, 96.000000, 100.000000, 94.476074, 58.000000, 82.361230, 84.689258, 92.749399, 79.937500, 86.400422, 77.619531, 75.000000, 69.838477, 82.617336, 99.219348, 81.807177, 100.000000, 78.659617, 77.000000
ViennaRNA design 02, 89.142908, 83.174933, N/A, 40.000000, 80.762495, 75.090225, N/A, 100.000000, 85.788905, 78.714862, 82.653027, 83.174933, N/A, 80.000000, 84.896649, 79.504368, 100.000000, 81.000000, 80.858932, 100.000000, 84.560171, 100.000000, 100.000000, 100.000000, 100.000000, 88.952148, 75.000000, 79.841406, 100.000000, 92.749399, 79.937500, 76.407413, 100.000000, 73.000000, 69.838477, 79.317972, 99.192195, 71.253134, 100.000000, 71.208360, 74.000000
ViennaRNA design 03, 89.142908, 88.783289, N/A, 40.000000, 84.280329, 100.000000, N/A, 100.000000, 81.351507, 79.254613, 88.435352, 88.783289, N/A, 80.000000, 83.672486, 77.076418, 100.000000, 81.000000, 80.946306, 99.000000, 87.774240, 100.000000, 100.000000, 99.000000, 100.000000, 83.428223, 66.000000, 82.361230, 100.000000, 96.595553, 79.937500, 75.328394, 100.000000, 74.000000, 78.456055, 82.694065, 98.208813, 81.884923, 92.518267, 80.152168, 80.000000
ViennaRNA design 04, 80.746099, 94.667182, N/A, 40.000000, 85.171058, 91.696742, N/A, 100.000000, 79.481936, 82.393319, 88.435352, 94.667182, N/A, 80.000000, 84.896649, 74.333158, 100.000000, 82.000000, 80.989993, 97.000000, 87.774240, 100.000000, 100.000000, 97.000000, 100.000000, 88.952148, 77.000000, 89.920703, 100.000000, 99.558293, 79.937500, 88.547862, 100.000000, 73.000000, 87.073633, 94.355966, 98.838077, 79.861016, 92.518267, 82.320083, 81.000000
EteRNA ensemble design 10 (conventional), 89.142908, 89.058827, N/A, 40.000000, 86.378483, 91.696742, N/A, 100.000000, 78.054175, 81.647764, 94.217676, 89.058827, N/A, 80.000000, 84.896649, 81.922503, 100.000000, 82.000000, 80.815245, 97.000000, 84.560171, 100.000000, 100.000000, 98.000000, 100.000000, 100.000000, 83.000000, 87.400879, 100.000000, 96.595553, 89.968750, 88.162746, 100.000000, 88.000000, 65.529687, 83.693335, 99.682990, 91.764932, 100.000000, 90.836259, 86.000000
EteRNA ensemble design 11 (conventional), 89.142908, 89.058827, N/A, 60.000000, 88.337008, 75.090225, N/A, 100.000000, 80.083947, 84.162659, 94.217676, 89.058827, N/A, 80.000000, 84.896649, 76.828049, 100.000000, 80.000000, 78.974217, 97.000000, 82.953136, 100.000000, 100.000000, 97.000000, 100.000000, 100.000000, 89.000000, 87.400879, 100.000000, 96.595553, 100.000000, 85.385751, 100.000000, 92.000000, 74.147266, 79.454975, 99.811617, 86.270866, 92.518267, 84.894683, 81.000000
EteRNA ensemble design 12 (conventional), 89.142908, 84.001547, N/A, 60.000000, 87.490706, 66.786966, N/A, 100.000000, 82.468273, 79.026561, 100.000000, 84.001547, N/A, 80.000000, 84.896649, 74.304546, 100.000000, 80.000000, 76.958442, 94.000000, 82.953136, 84.513086, 100.000000, 95.000000, 100.000000, 100.000000, 63.000000, 94.960352, 84.689258, 93.710938, 100.000000, 83.360468, 100.000000, 92.000000, 69.838477, 79.931807, 99.484218, 83.102485, 92.518267, 82.826287, 84.000000
Fiskers first shapetest, 84.501333, 100.000000, 83.492505, N/A, 90.378690, 100.000000, N/A, 100.000000, 83.810506, 86.309734, 100.000000, 100.000000, N/A, 82.483287, 82.896195, 90.496941, 100.000000, 80.000000, 100.000000, 99.000000, 82.953136, 100.000000, 100.000000, 99.000000, 100.000000, 100.000000, 77.000000, 84.881055, 100.000000, 95.210938, 100.000000, 92.332904, 100.000000, 90.000000, 100.000000, 89.522982, 99.943448, 90.397484, 100.000000, 88.786829, 97.000000
Feeling Kinda Wobbly..., 76.890940, 94.391644, 83.492505, N/A, 92.499748, 100.000000, N/A, 100.000000, 80.444793, 82.202242, 100.000000, 94.391644, N/A, 82.483287, 82.896195, 89.472272, 100.000000, 81.000000, 80.989993, 100.000000, 79.739067, 100.000000, 100.000000, 100.000000, 100.000000, 100.000000, 79.000000, 82.361230, 100.000000, 87.210938, 94.984375, 95.203764, 100.000000, 88.000000, 87.073633, 89.522982, 99.920524, 92.692376, 100.000000, 89.495628, 92.000000
A Test, 84.501333, 100.000000, 83.492505, N/A, 89.133504, 100.000000, N/A, 100.000000, 83.235046, 86.267774, 100.000000, 100.000000, N/A, 82.483287, 82.896195, 90.714301, 100.000000, 81.000000, 81.077367, 100.000000, 84.560171, 100.000000, 100.000000, 100.000000, 100.000000, 100.000000, 86.000000, 84.881055, 100.000000, 95.210938, 100.000000, 92.279501, 100.000000, 89.000000, 95.691211, 89.522982, 99.932244, 91.097173, 100.000000, 88.760737, 95.000000
ST 3, 84.501333, 100.000000, 83.492505, N/A, 85.574449, 100.000000, N/A, 100.000000, 82.738821, 90.341387, 100.000000, 100.000000, N/A, 82.483287, 82.896195, 95.045929, 87.360254, 83.000000, 100.000000, 98.000000, 86.167206, 100.000000, 100.000000, 98.000000, 100.000000, 100.000000, 80.000000, 84.881055, 100.000000, 96.789062, 94.984375, 94.822679, 100.000000, 87.000000, 100.000000, 100.000000, 99.946123, 88.733954, 100.000000, 90.669437, 89.000000
EteRNA Ensemble Design 01 (L2), 84.501333, 94.667182, 80.000000, N/A, 91.975063, 100.000000, N/A, 100.000000, 86.775063, 88.596926, 100.000000, 94.667182, N/A, 82.675097, 81.224162, 78.959486, 100.000000, 80.000000, 94.693125, 97.000000, 82.953136, 100.000000, 92.797168, 99.000000, 100.000000, 100.000000, 78.000000, 87.400879, 100.000000, 91.210938, 100.000000, 85.723783, 100.000000, 92.000000, 100.000000, 87.988394, 99.909861, 88.601331, 92.518267, 87.216848, 97.000000
EteRNA Ensemble Design 02 (L2), 84.501333, 84.001547, 80.000000, N/A, 91.975063, 91.696742, N/A, 100.000000, 83.678378, 86.060474, 100.000000, 84.001547, N/A, 82.675097, 81.224162, 90.411749, 100.000000, 80.000000, 97.346562, 98.000000, 81.346101, 100.000000, 100.000000, 99.000000, 100.000000, 100.000000, 84.000000, 92.440527, 100.000000, 91.210938, 100.000000, 85.243150, 100.000000, 92.000000, 100.000000, 87.297829, 99.876894, 88.601331, 100.000000, 87.817432, 95.000000
EteRNA Ensemble Design 03 (L2), 84.501333, 94.667182, 80.000000, N/A, 91.975063, 100.000000, N/A, 100.000000, 84.827777, 86.050019, 100.000000, 94.667182, N/A, 82.675097, 81.224162, 87.427971, 100.000000, 80.000000, 97.346562, 99.000000, 82.953136, 100.000000, 100.000000, 100.000000, 100.000000, 100.000000, 66.000000, 87.400879, 100.000000, 91.210938, 100.000000, 85.777187, 100.000000, 92.000000, 100.000000, 88.065123, 99.874102, 88.601331, 100.000000, 87.242940, 86.000000
EteRNA Ensemble Design 04 (L2), 84.501333, 89.334365, 80.000000, N/A, 96.018859, 91.696742, N/A, 100.000000, 84.361145, 86.188536, 100.000000, 89.334365, N/A, 82.675097, 81.224162, 85.149194, 100.000000, 80.000000, 92.764723, 96.000000, 82.953136, 100.000000, 85.594336, 99.000000, 100.000000, 100.000000, 78.000000, 89.920703, 100.000000, 85.377604, 100.000000, 78.363030, 100.000000, 92.000000, 100.000000, 84.382112, 99.911087, 87.794552, 100.000000, 86.825945, 92.000000
EteRNA Ensemble Design 05 (Sparse 5), 84.501333, 100.000000, 80.000000, N/A, 91.975063, 100.000000, N/A, 100.000000, 81.294052, 86.927989, 100.000000, 100.000000, N/A, 82.675097, 81.224162, 87.865654, 100.000000, 80.000000, 98.071599, 98.000000, 82.953136, 100.000000, 100.000000, 99.000000, 100.000000, 100.000000, 87.000000, 84.881055, 100.000000, 91.210938, 100.000000, 85.830591, 100.000000, 92.000000, 100.000000, 88.141853, 99.840075, 88.601331, 100.000000, 87.269032, 97.000000
EteRNA Ensemble Design 06 (Sparse 5), 84.501333, 94.667182, 80.000000, N/A, 94.208291, 91.696742, N/A, 100.000000, 84.882191, 87.255906, 100.000000, 94.667182, N/A, 82.675097, 81.224162, 87.034074, 100.000000, 80.000000, 97.346562, 98.000000, 82.953136, 100.000000, 100.000000, 99.000000, 100.000000, 100.000000, 79.000000, 87.400879, 100.000000, 89.544271, 100.000000, 84.226184, 100.000000, 92.000000, 100.000000, 86.990912, 99.927631, 88.601331, 100.000000, 86.877655, 100.000000
EteRNA Ensemble Design 07 (Sparse 5), 84.501333, 84.001547, 80.000000, N/A, 94.208291, 100.000000, N/A, 100.000000, 83.894512, 86.221090, 100.000000, 84.001547, N/A, 82.675097, 81.224162, 85.327562, 100.000000, 80.000000, 99.274964, 100.000000, 82.953136, 100.000000, 100.000000, 100.000000, 100.000000, 100.000000, 74.000000, 92.440527, 100.000000, 89.544271, 100.000000, 84.172781, 100.000000, 92.000000, 100.000000, 86.914182, 99.919779, 88.601331, 100.000000, 86.851564, 93.000000
EteRNA Ensemble Design 08 (Sparse 5), 84.501333, 84.001547, 80.000000, N/A, 94.208291, 100.000000, N/A, 100.000000, 87.235404, 87.125190, 100.000000, 84.001547, N/A, 82.675097, 81.224162, 85.408527, 62.080762, 80.000000, 95.418161, 96.000000, 82.953136, 100.000000, 92.797168, 98.000000, 100.000000, 100.000000, 72.000000, 92.440527, 100.000000, 89.544271, 100.000000, 83.905762, 100.000000, 92.000000, 100.000000, 86.530535, 99.892729, 88.601331, 100.000000, 86.721105, 95.000000
NUPACK design 01, 84.501333, 94.391644, 83.492505, N/A, 65.053966, 100.000000, N/A, 100.000000, 80.167744, 91.975354, 100.000000, 94.391644, N/A, 80.000000, 81.224162, 83.211961, 100.000000, 80.000000, 81.033680, 96.000000, 87.774240, 100.000000, 100.000000, 97.000000, 100.000000, 88.952148, 55.000000, 82.361230, 100.000000, 84.789062, 94.984375, 85.409045, 100.000000, 66.000000, 91.382422, 97.808789, 99.738120, 74.425124, 85.036533, 72.227788, 68.000000
NUPACK design 03, 84.501333, 94.667182, 83.492505, N/A, 69.725705, 100.000000, N/A, 100.000000, 79.607772, 91.532437, 100.000000, 94.667182, N/A, 82.483287, 82.896195, 88.503712, 100.000000, 80.000000, 81.077367, 95.000000, 84.560171, 84.513086, 100.000000, 96.000000, 100.000000, 100.000000, 81.000000, 87.400879, 84.689258, 84.789062, 94.984375, 84.287567, 100.000000, 76.000000, 95.691211, 100.000000, 99.888310, 77.048684, 77.554800, 77.300692, 78.000000
NUPACK design 04, 84.501333, 89.058827, 83.492505, N/A, 67.941732, 100.000000, N/A, 100.000000, 85.067003, 90.934063, 100.000000, 89.058827, N/A, 82.483287, 82.896195, 81.430637, 100.000000, 80.000000, 81.033680, 94.000000, 87.774240, 100.000000, 100.000000, 95.000000, 100.000000, 83.428223, 58.000000, 84.881055, 100.000000, 84.789062, 94.984375, 84.399715, 100.000000, 71.000000, 91.382422, 100.000000, 99.728539, 78.254166, 85.036533, 83.202394, 86.000000
ViennaRNA design 01, 84.338085, 89.058827, 80.000000, N/A, 73.884398, 91.696742, N/A, 100.000000, 82.088688, 85.229015, 88.435352, 89.058827, N/A, 80.000000, 81.224162, 73.302450, 100.000000, 80.000000, 81.033680, 97.000000, 84.560171, 100.000000, 100.000000, 98.000000, 100.000000, 83.428223, 50.000000, 84.881055, 69.378516, 96.789062, 94.984375, 79.959654, 88.809766, 70.000000, 87.073633, 94.492969, 99.279054, 77.420051, 85.036533, 76.140905, 77.000000
ViennaRNA design 02, 84.264371, 77.842115, 83.492505, N/A, 79.436678, 91.696742, N/A, 100.000000, 82.532020, 76.805853, 100.000000, 77.842115, N/A, 82.483287, 82.896195, 69.665442, 100.000000, 81.000000, 75.204789, 98.000000, 79.739067, 100.000000, 100.000000, 98.000000, 100.000000, 83.428223, 69.000000, 79.841406, 100.000000, 83.210938, 94.984375, 81.504888, 100.000000, 68.000000, 78.456055, 80.222269, 98.909167, 78.191563, 85.036533, 72.730332, 74.000000
ViennaRNA design 03, 84.341721, 78.117653, 83.492505, N/A, 81.237250, 91.696742, N/A, 100.000000, 79.705883, 75.648280, 94.217676, 78.117653, N/A, 82.483287, 82.896195, 82.762067, 87.360254, 80.000000, 79.061592, 99.000000, 79.739067, 100.000000, 100.000000, 99.000000, 100.000000, 77.904297, 71.000000, 84.881055, 100.000000, 87.210938, 94.984375, 87.045934, 100.000000, 69.000000, 82.764844, 90.886688, 98.331633, 79.721996, 77.554800, 69.661260, 77.000000
ViennaRNA design 04, 86.585159, 77.842115, 83.492505, N/A, 77.439021, 91.696742, N/A, 100.000000, 86.672318, 77.573850, 94.217676, 77.842115, N/A, 82.483287, 82.896195, 80.222144, 100.000000, 82.000000, 73.754716, 92.000000, 81.346101, 84.513086, 100.000000, 93.000000, 100.000000, 77.904297, 62.000000, 79.841406, 69.378516, 95.210938, 94.984375, 92.480173, 100.000000, 68.000000, 87.073633, 86.530535, 97.879348, 78.012650, 77.554800, 70.951357, 80.000000
NUPACK design 05, 84.501333, 89.334365, 83.492505, N/A, 67.371080, 100.000000, N/A, 100.000000, 83.185194, 90.895345, 100.000000, 89.334365, N/A, 82.483287, 82.896195, 82.231209, 100.000000, 80.000000, 81.077367, 95.000000, 87.774240, 100.000000, 100.000000, 97.000000, 100.000000, 72.380371, 70.000000, 89.920703, 100.000000, 84.789062, 94.984375, 85.214848, 100.000000, 71.000000, 95.691211, 100.000000, 99.825582, 77.837108, 85.036533, 82.500526, 92.000000
